question,expected_url,retrieved_top1_url,answer,expected_answer,mrr,recall@10,answer_f1,has_ending,retrieval_time,generation_time,total_time,method
What is the difference between Daniel L. Stein and Spectroscopy?,"['https://en.wikipedia.org/wiki/Daniel_L._Stein', 'https://en.wikipedia.org/wiki/Spectroscopy']",https://en.wikipedia.org/wiki/Spectroscopy,"Spectroscopy, primarily in the electromagnetic spectrum, is a fundamental exploratory tool in the fields of astronomy, chemistry, Source 4: These studies can be divided into three broad categories: electronic spectrometer, which measures the transition of electrons between different energy states through absorption or emission of visible or ultraviolet energy; vibronic spectroscopy of molecules induced by the absorption of infrared energy; and rotational spectrometry of molecules caused by microwave energy. The last two can be combine.",Comparison of Daniel L. Stein and Spectroscopy,0.0,0.0,0.0,True,0.07662510871887207,6.771273136138916,6.847921133041382,dense
How does The Colony (professional wrestling) work?,https://en.wikipedia.org/wiki/The_Colony_(professional_wrestling),https://en.wikipedia.org/wiki/The_Colony_(professional_wrestling),"As their name suggests, their gimmick is that of an ant colony, which is further reinforced with their names being based on particular ants (Fire Ant, Green Ant Silver Ant, Carpenter Ant, and Thief Ant).","The Colony was a professional wrestling stable, best known for performing for Chikara. As their name suggests, their gimmick is that of an ant colony, which is further reinforced with their names bein",1.0,1.0,0.0,True,0.07493281364440918,4.684129953384399,4.759087085723877,dense
What is The EU offers?,https://en.wikipedia.org/wiki/European_Union,https://en.wikipedia.org/wiki/European_Union,"a supranational political and economic union of 27 member states that are located primarily in Europe. The union has a total area of 4,233,255 km2 (1,634,469 sq mi) and an estimated population of more than 450 million as of 2025. The European Union is often described as a sui generis political entity combining characteristics of both a federation and a confederation.","The EU offers financial assistance to countries within the European Neighbourhood, so long as they meet the strict conditions of government reform, economic reform and other issues surrounding positive transformation",1.0,1.0,0.0,True,0.057769060134887695,6.320152044296265,6.377948999404907,dense
What is the difference between Trimethylolethane trinitrate and Superconductivity?,"['https://en.wikipedia.org/wiki/Trimethylolethane_trinitrate', 'https://en.wikipedia.org/wiki/Superconductivity']",https://en.wikipedia.org/wiki/Superconductivity,"Unlike an ordinary metallic conductor, whose resistance decreases gradually as its temperature is lowered, even down to near absolute zero, a superconductor has a characteristic critical temperature below which the resista.",Comparison of Trimethylolethane trinitrate and Superconductivity,0.0,0.0,0.0,True,0.058304786682128906,5.139459133148193,5.1977949142456055,dense
How do John K. Downes and Socialism differ?,"['https://en.wikipedia.org/wiki/John_K._Downes', 'https://en.wikipedia.org/wiki/Socialism']",https://en.wikipedia.org/wiki/Socialism,Socialism has been particularly prominent in British and Italian politics. Authoritarian socialism Leninism Blanquism is a conception of revolution named for Louis Auguste Blanqué. It holds that socialist revolution should be carried out by a rel.,Comparison of John K. Downes and Socialism,0.0,0.0,0.0,True,0.0709378719329834,3.6464240550994873,3.71738600730896,dense
How are Franz Kafka and Green Valley (Mars) related?,"['https://en.wikipedia.org/wiki/Franz_Kafka', 'https://en.wikipedia.org/wiki/Green_Valley_(Mars)']",https://en.wikipedia.org/wiki/Franz_Kafka,"His family were German-speaking middle-class Ashkenazi Jews. His father, Hermann Kafka, was the Source 4: After the exhibition's run at the Weston Library, Bodleian Libraries, Oxford, from May 30 until October 27, 2024, it will move to the Morgan Library in New York running November 22 through April 13, 2025 . Review: Hutchinson, Ben, The author as adjective , The Times Literary Supplement, 13 June 2024 Other Source 5: All three were murdered in the Holocaust of World War II.",Information from Franz Kafka and Green Valley (Mars),0.0,0.0,0.0,True,0.06513810157775879,9.556254148483276,9.621422052383423,dense
What is This is the?,https://en.wikipedia.org/wiki/Sockstress,https://en.wikipedia.org/wiki/Maya_civilization,"The counting-house was on the first floor, looking over the coal-barges and the river. There was a recess in it, in w. Source 4: Among other activities ISOC provides an administrative home for a number of less formally organized groups that are involved in developing and managing the Internet, including.",This is the attack that was used in the sec-t and T2 demos,0.0,0.0,0.0,True,0.06281876564025879,7.4784770011901855,7.541327953338623,dense
What is There is also?,https://en.wikipedia.org/wiki/European_Union,https://en.wikipedia.org/wiki/Metaphysics,"The problem of the many is a philosophical question about the conditions under which several individual things compose a larger whole. For example, a cloud comprises many droplets without a clear boundary, raising the question of which droplets form part of the cloud.",There is also the worldwide European Union Global Strategy,0.0,0.0,0.0,True,0.0628662109375,4.6936821937561035,4.756576061248779,dense
What is This commission will?,https://en.wikipedia.org/wiki/Olympic_Games,https://en.wikipedia.org/wiki/Cryptocurrency,"The commission is 'guardian of the Treaties' and is responsible for their efficient operation and policing. It has 27 European commissioners for different areas of policy, one from each member state, though commissioners are bound to represent the interests of the EU as a whole rather than their home state. The leader of the 27 is the president of the European Commission (presently Ursula von der Source 3: Below the six organs are, in the words of the author Linda Fasulo, an amazing collection of entities and organizations, some of which are actually older than the UN itself and operate with almost complete independence from it . These include specialized agencies, research and training institutions, programmes and funds and other UN entities. All organizations in the UN system obey the Noblemaire.","This commission will also visit the candidate cities, interviewing local officials and inspecting prospective venue sites, before submitting a report on its findings one month prior to the IOC's final decision",0.0,0.0,0.0,True,0.07630729675292969,9.999310731887817,10.07564091682434,dense
What is This is unlike?,https://en.wikipedia.org/wiki/Sockstress,https://en.wikipedia.org/wiki/Democracy,"Acadian French, there is no oral negation ne... pas , but Source 2: The author claims to have been inspired by the liveliness of Honoré Saint-Pierre's texts in adapting these tales. He doesn't lapse into the picturesque like many other storytellers, and uses simple language and neutral writing, a little gray according to Alain Masson, contrasting with the mischievous character of the main character.",This is unlike a connection flood in that memory is now consumed for every connection made,0.0,0.0,0.0,True,0.06523919105529785,6.502835988998413,6.568101167678833,dense
What are the similarities between Blues and Billboard Year-End Hot 100 singles of 2002?,"['https://en.wikipedia.org/wiki/Blues', 'https://en.wikipedia.org/wiki/Billboard_Year-End_Hot_100_singles_of_2002']",https://en.wikipedia.org/wiki/Blues,"Blues is a music genre and musical form that originated among African Americans in the Deep South of the United States around the 1860s. Blues has incorporated spirituals, work songs, field hollers, shouts, chants, and rhymed simple narrative ballads from the African-American culture.",Comparison of Blues and Billboard Year-End Hot 100 singles of 2002,0.0,0.0,0.0,True,0.06673717498779297,4.173398971557617,4.240167140960693,dense
What is Each city is?,https://en.wikipedia.org/wiki/Olympic_Games,https://en.wikipedia.org/wiki/Ancient_Greece,"Municipalities are categorised by population for the purpose of determining the number of concejales: three when the population is up to 100 inhabitants, five for 101 250, seven for 251 1,000, nine for 1,001 2,000, eleven for 2,001 5,000, thirteen for 5,001 10,000, seventeen for 10,001 20,000, twenty-one for 20,001 50,000 and twenty-five for 50,001 100,000. One councillor is added for every additi.",Each city is thoroughly analysed by an evaluation commission,0.0,0.0,0.0,True,0.07404398918151855,5.936591148376465,6.010657072067261,dense
What is After a strong?,https://en.wikipedia.org/wiki/Antarctica,https://en.wikipedia.org/wiki/Boxing,"Enhanced Flexibility Agility Valentina can also bend and twist her body at will, far beyond the natural limits of a human being. Night Vision Valentina is capable of seeing well in utter darkness; unsurprising, since many species of snakes are nocturnal predators.","After a strong campaign from environmental organisations, first Australia and then France decided not to ratify the treaty",0.0,0.0,0.0,True,0.0697469711303711,4.773270845413208,4.843048095703125,dense
How are Miguel de Cervantes and David Judson Burr related?,"['https://en.wikipedia.org/wiki/Miguel_de_Cervantes', 'https://en.wikipedia.org/wiki/David_Judson_Burr']",https://en.wikipedia.org/wiki/Miguel_de_Cervantes,"Brothers. Source 1: 1580 to 1616: Later life and death While Cervantes was in captivity, both Don John and the Duke of Sessa died, depriving him of two potential patrons, while the Spanish economy was in dire straits. This made finding employment difficult; other than a period in 1581 to 1582, when he was employed as an intelligence agent in North Africa, little is known of his movements prior to 1584.",Information from Miguel de Cervantes and David Judson Burr,0.0,0.0,0.0,True,0.07331609725952148,7.984910249710083,8.058248043060303,dense
Where is Data structure located?,https://en.wikipedia.org/wiki/Data_structure,https://en.wikipedia.org/wiki/Data_structure,"Storage Database storage is the container of the physical materialization of a database. It comprises the internal (physical) level in the database architecture. It also contains all the information needed (e.g., metadata, data about the dat.","In computer science, a data structure is a data organization and storage format that is usually chosen for efficient access to data. More precisely, a data structure is a collection of data values, th",1.0,1.0,0.0,True,0.06600618362426758,2.7306628227233887,2.7966911792755127,dense
What are the similarities between Crown debt and Genetics?,"['https://en.wikipedia.org/wiki/Crown_debt', 'https://en.wikipedia.org/wiki/Genetics']",https://en.wikipedia.org/wiki/Genetics,"Crown debt is the study of genes, genetic variation, and heredity in organisms. Gregor Mendel, a Moravian Augustinian friar working in the 19th century in Brno, was the first to study genetics scientifically. Mendel studied trait inheritance , patterns in the way traits are handed down from parents to offspring. Source 2: One important development was chain-termination DNA sequencing in 1977 by Frederick Sanger. This technology allows scientists to read the nucleotide sequence of a DNA molecule. In 1983, Kary Banks Mullis developed the polymerase chain reaction, providing a quick way to isolate and amplify a specific section of DNA from a mixture. The efforts of the Human Genome Project, Department of Energy, NIH, Source 3: Existing patterns of.",Comparison of Crown debt and Genetics,0.0,0.0,0.0,True,0.0634908676147461,10.849699974060059,10.913219690322876,dense
"How are Samsung Galaxy A series and Portishead, Somerset related?","['https://en.wikipedia.org/wiki/Samsung_Galaxy_A_series', 'https://en.wikipedia.org/wiki/Portishead,_Somerset']","https://en.wikipedia.org/wiki/Portishead,_Somerset","Portishead ( PORT-iss-hed) is a town and civil parish in the North Somerset unitary authority area, in the county of Somerset, England. With a population of 26,366 at the 2021 Census, the town is located on the Severn Estuary opposite Cardiff and Newport in Wales. The town is 8 miles (13 km) to the west of Bristol and 18 miles northeast of Weston-super-Mare and approximately 110 miles (180 km) wes.","Information from Samsung Galaxy A series and Portishead, Somerset",0.0,0.0,0.0,True,0.07584500312805176,6.339773893356323,6.415642023086548,dense
What is It is also?,https://en.wikipedia.org/wiki/Sockstress,https://en.wikipedia.org/wiki/Graph_theory,"allowing multiple edges, a graph is an ordered triple G ( V , E , ) displaystyle G (V,E, phi ) comprising.",It is also quite effective against Windows,0.0,0.0,0.0,True,0.07673907279968262,4.5159618854522705,4.592724323272705,dense
How are HD 5388 and Joseph Berkson related?,"['https://en.wikipedia.org/wiki/HD_5388', 'https://en.wikipedia.org/wiki/Joseph_Berkson']",https://en.wikipedia.org/wiki/Lehi_(prophet),"Father and son. Father: Lehi ( LEE-hy) was a prophet who lived in Jerusalem during the reign of King Zedekiah (approximately 600 BC). Son: Nephi, mentions having sisters in his wri. Mother: Kate, suspect that Marcus has been sent to kill them, and John orders him to be executed. Blair helps Marcus escape. During the pursuit, Marcus saves John from Skynet's hydrobots, and t.",Information from HD 5388 and Joseph Berkson,0.0,0.0,0.0,True,0.06309080123901367,6.590506076812744,6.653625965118408,dense
How are Lucy Hall (triathlete) and Bound for Glory (2011) related?,"['https://en.wikipedia.org/wiki/Lucy_Hall_(triathlete)', 'https://en.wikipedia.org/wiki/Bound_for_Glory_(2011)']",https://en.wikipedia.org/wiki/Bound_for_Glory_(2011),"Source 1: On the September 15 edition of Impact, Velvet Sky defeated Angelina Love to earn a shot at the Knockouts Title, and over the next two weeks, Mickie James and Madison Rayne did the same after defeating Brooke Tessmacher and Tara in singles matches, respectively.",Information from Lucy Hall (triathlete) and Bound for Glory (2011),0.0,0.0,0.0,True,0.07422828674316406,6.491323709487915,6.565577983856201,dense
What is Once the candidate?,https://en.wikipedia.org/wiki/Olympic_Games,https://en.wikipedia.org/wiki/List_of_municipalities_in_Gipuzkoa,"Once the candidate cities are selected, they must submit to the IOC a bigger and more detailed pre Source 1: Municipalities are categorised by population for the purpose of determining the number of concejales: three when the population is up to 100 inhabitants, five for 101 250, seven for 251 1,000, nine for 1,001 2,000, eleven for 2,001 5,000, thirteen for 5,001 10,000, seventeen for 10,001 20,000, twenty-one for 20,001 50,000 and twenty-five for 50,001 100,000.","Once the candidate cities are selected, they must submit to the IOC a bigger and more detailed presentation of their project as part of a candidature file",0.5,1.0,0.0,True,0.0767052173614502,8.737337827682495,8.814065933227539,dense
What is The evaluation of?,https://en.wikipedia.org/wiki/Olympic_Games,https://en.wikipedia.org/wiki/Mental_disorder,The evaluation of construct validity requires that the correlations of the measure be examined in regard to variables that are known to be related to the construct (purportedly): Construct validity (relates to how well a set of indicators represents or reflects a concept that is not directly measurable.,The evaluation of the filled questionnaires by a specialised group provides the IOC with an overview of each applicant's project and their potential to host the Games,0.0,0.0,0.0,True,0.07803821563720703,3.75398325920105,3.832041025161743,dense
How are Bourne Eau and Supply and demand related?,"['https://en.wikipedia.org/wiki/Bourne_Eau', 'https://en.wikipedia.org/wiki/Supply_and_demand']",https://en.wikipedia.org/wiki/Supply_and_demand,"The basic laws of supply and demand, as described by David Besanko and Ronald Braeutigam, are the following four: If demand increases (demand curve shifts to the right) and supply remains unchanged, then a shortage occurs, leading to a higher equilibrium price.",Information from Bourne Eau and Supply and demand,0.0,0.0,0.0,True,0.07244706153869629,5.2564380168914795,5.3289101123809814,dense
Why is Piano important?,https://en.wikipedia.org/wiki/Piano,https://en.wikipedia.org/wiki/Piano,"A large number of composers and songwriters are proficient pianists because the piano keyboard offers an effective means of experimenting with complex melodic and harmonic interplay of chords and trying out multiple, independent melody lines.","A piano is a keyboard instrument that produces sound when its keys are depressed, activating an action mechanism where hammers strike strings. Modern pianos have a row of 88 black and white keys, tune",1.0,1.0,0.0,True,0.07642388343811035,4.824872970581055,4.90132212638855,dense
Where did Green and golden bell frog originate?,https://en.wikipedia.org/wiki/Green_and_golden_bell_frog,https://en.wikipedia.org/wiki/Green_and_golden_bell_frog,"on three islands off the east coast of Australia: Kooragang and Broughton Islands off Port Stephens, and Bowen Island at Jervis Bay. It was introduced to New Zealand in the 1860s by the Auckland Accl.","The green and golden bell frog (Ranoidea aurea), also named the green bell frog, green and golden swamp frog and green frog, is a species of ground-dwelling tree frog native to eastern Australia. Desp",1.0,1.0,0.0,True,0.07240128517150879,3.6552257537841797,3.7276511192321777,dense
Where did Pablo Picasso originate?,https://en.wikipedia.org/wiki/Pablo_Picasso,https://en.wikipedia.org/wiki/Pablo_Picasso,"Spain. Source 1: Much of Picasso's work of the late 1910s and early 1920s is in a neoclassical style, and his work in the mid-1920s often has characteristics of Surrealism. His later work often combines elements of his earlier styles. Exceptionally prolific throughout the course of his long life, Picasso achieved universal renown and immense fortune for his revolutionary artistic accomplishments, and became one of.","Pablo Ruiz Picasso (25 October 1881   8 April 1973) was a Spanish painter, sculptor, printmaker, ceramicist, and theatre designer who spent most of his adult life in France. One of the most influentia",1.0,1.0,0.0,True,0.06032919883728027,6.412166118621826,6.472530126571655,dense
What are the main features of The Shawshank Redemption?,https://en.wikipedia.org/wiki/The_Shawshank_Redemption,https://en.wikipedia.org/wiki/The_Shawshank_Redemption,"The film tells the story of banker Andy Dufresne (Tim Robbins), who is sentenced to life in Shawshank State Penitentiary for the murders of his wife and her lover, despite his claims of innocence.","The Shawshank Redemption is a 1994 American drama film written and directed by Frank Darabont, based on the 1982 Stephen King novella Rita Hayworth and Shawshank Redemption. The film tells the story o",1.0,1.0,0.0,True,0.07684016227722168,4.072951078414917,4.149811029434204,dense
Where is Blockchain located?,https://en.wikipedia.org/wiki/Blockchain,https://en.wikipedia.org/wiki/Cryptocurrency,"A blockchain is an open, distributed ledger that can record transactions between two parties efficiently and in a verifiable and permanent way . For use as a distributed leadger, a blockchain is typically managed by a peer-to-peer network collectively adhering to a protocol for validating new blocks. Once recorded, the data in any given block cannot be altered retroactively without the alteration.","A blockchain is a distributed ledger with growing lists of records (blocks) that are securely linked together via cryptographic hashes. Each block contains a cryptographic hash of the previous block, ",0.5,1.0,0.0,True,0.06317400932312012,6.0347371101379395,6.097933053970337,dense
How does Linguistic discrimination work?,https://en.wikipedia.org/wiki/Linguistic_discrimination,https://en.wikipedia.org/wiki/Linguistic_discrimination,"Linguistic discrimination (also called glottophobia, linguicism and languagism) is the unfair treatment of people based upon their use of language and the characteristics of their speech, such as their first language, their accent, the perceived size of their vocabulary (whether or not the speaker uses complex and varied words), their modality, and their syntax. For example, an Occitan speaker in Source 2: By focusing on linguistic ideology, sociolinguistics provides a more targeted lens through which to examine the social consequences of language use and the systemic inequalities that arise from such perceptions. This innovative approach not only enriches our understanding of language as a social tool but also emphasizes the importance of critically examining the underlying ideologies that inform o.","Linguistic discrimination (also called glottophobia, linguicism and languagism) is the unfair treatment of people based upon their use of language and the characteristics of their speech, such as thei",1.0,1.0,0.0,True,0.06287598609924316,10.332481145858765,10.395381927490234,dense
What is All commercial whaling?,https://en.wikipedia.org/wiki/Antarctica,https://en.wikipedia.org/wiki/False_Bay,"The commercially important West Coast rock lobster fishery was historically concentrated on the west coast Source 4: Chondrichthyans were traditionally a minor component of the catch or were often bycatch, but have recently become target of the demersal shark longline fishery, and are now more likely to be retained in other fisheries, which has led to concern whether the exploitation levels are sustainable.","All commercial whaling is banned in the zone, though Japan has continued to hunt whales in the area, ostensibly for research purposes",0.0,0.0,0.0,True,0.06383776664733887,5.847001791000366,5.910869121551514,dense
When did HD 5388 happen?,https://en.wikipedia.org/wiki/HD_5388,https://en.wikipedia.org/wiki/HD_5388,"In 1856, Andrew Waugh announced Everest (then known as Peak XV) as 8,840 m (29,002 ft) high, after several years of calculations based on observations made by the Great Trigonometrical Survey.","HD 5388 is a single star in the southern constellation of Phoenix. It has the Gould designation 78 G. Phoenicis, while HD 5388 is the star's Henry Draper Catalogue identifier. This object has a yellow",1.0,1.0,0.0,True,0.06442093849182129,5.860852956771851,5.9253089427948,dense
What is Specially protected areas?,https://en.wikipedia.org/wiki/Antarctica,https://en.wikipedia.org/wiki/Antarctica,"The Convention for the Conservation of Antarctic Marine Living Resources, an international treaty that came into force in 1980, regulates fisheries, aiming to preserve ecological relationships. Despite these regulations, illegal fishing particularly of the highly prized Patagonian toothfish which is marketed as Chilean sea bass in the U.S. remains a problem. In analogy to the 1980 treaty on sustai.",Specially protected areas cover less than 2  of the area and provide better protection for animals with popular appeal than for less visible animals,1.0,1.0,0.0,True,0.1512439250946045,5.234408140182495,5.385676860809326,sparse
What is Carbon concentrating mechanisms?,https://en.wikipedia.org/wiki/Photosynthesis,https://en.wikipedia.org/wiki/Photosynthesis,"Some plants have evolved mechanisms to increase the CO2 concentration in the leaves under these conditions. Plants that use the C4 carbon fixation process chemically fix carbon dioxide in the cells of the mesophyll by adding it to the three-carbon molecule phosphoenolpyruvate (PEP), a reaction catalyzed by an enzyme called PEP carboxylase, creating the four-carbon organic acid oxaloacetic acid. Ox.","Carbon concentrating mechanisms On land In hot and dry conditions, plants close their stomata to prevent water loss",1.0,1.0,0.0,True,0.00507807731628418,6.5157623291015625,6.520866870880127,sparse
What is The fixation or?,https://en.wikipedia.org/wiki/Photosynthesis,https://en.wikipedia.org/wiki/Photosynthesis,"The fixation or reduction of carbon dioxide. Source 1: Some plants have evolved mechanisms to increase the CO2 concentration in the leaves under these conditions. Plants that use the C4 carbon fixation process chemically fix carbon dioxide in the cells of the mesophyll by adding it to the three-carbon molecule phosphoenolpyruvate (PEP), a reaction catalyzed by an enzyme called PEP carboxylase, creating the four-carbon organic acid oxaloacetic acid. Ox Source 2: The simple carbon sugars photosynthesis produces are then used to form other organic compounds, such as the building material cellulose, the precursors for lipid and amino acid biosynthesis, or as a fuel in cellular respiration. The latter occurs not only in plants but also in animals when the carbon and.","The fixation or reduction of carbon dioxide is a process in which carbon dioxide combines with a five-carbon sugar, ribulose 1,5-bisphosphate, to yield two molecules of a three-carbon compound, glycerate 3-phosphate, also known as 3-phosphoglycerate",1.0,1.0,0.0,True,0.0031061172485351562,10.687297821044922,10.690425872802734,sparse
How are Construct validity and Rank of a group related?,"['https://en.wikipedia.org/wiki/Construct_validity', 'https://en.wikipedia.org/wiki/Rank_of_a_group']",https://en.wikipedia.org/wiki/Construct_validity,"Convergent validity refers to the degree to which two measures of constructs that theoretically should be related, are in fact related. In contrast, discriminant validity tests whether concepts or measurements that are supposed to be unrelated are, in fact, un.",Information from Construct validity and Rank of a group,0.0,0.0,0.0,True,0.0061817169189453125,3.817995071411133,3.8241982460021973,sparse
What is This product is?,https://en.wikipedia.org/wiki/Photosynthesis,https://en.wikipedia.org/wiki/Prime_number,"A prime number (or a prime) is a natural number greater than 1 that is not a product of two smaller natural numbers. A natural number larger than 1 is called a composite number. For example, 5 is prime because the only ways of writing it as a ""product"" is called ""Euler product."" The Euler product can be derived from the fundamental theorem of arithmetic, and shows the close connection between the zeta function and the prime numbers. It leads to another proof that there are.","This product is also referred to as 3-phosphoglyceraldehyde (PGAL) or, more generically, as triose phosphate",0.0,0.0,0.0,True,0.0019931793212890625,7.3424670696258545,7.344484090805054,sparse
What is History of exploration?,https://en.wikipedia.org/wiki/Antarctica,https://en.wikipedia.org/wiki/Age_of_Discovery,"a systematic study of general and fundamental questions concerning topics like existence, knowledge, mind, reason, language, and value. It is a rational and critical inquiry that reflects on its methods and assumptions. Historically, many of the individual sciences, such as physics and psychology, formed part of philosophy.","History of exploration Early world maps, like the 1513 Piri Reis map, feature the hypothetical continent Terra Australis",0.0,0.0,0.0,True,0.003798961639404297,3.8856937885284424,3.8895182609558105,sparse
What are the similarities between Kai yang and Biochemistry?,"['https://en.wikipedia.org/wiki/Kai_yang', 'https://en.wikipedia.org/wiki/Biochemistry']",https://en.wikipedia.org/wiki/Kai_yang,"In Thailand, there are also many famous Thai Muslim varieties of kai yang which are not of Lao origin at all, but more akin to the grilled chicken from Malaysia.",Comparison of Kai yang and Biochemistry,0.0,0.0,0.0,True,0.0056917667388916016,4.158186912536621,4.16391396522522,sparse
Who is associated with The Bobby Broom Trio?,https://en.wikipedia.org/wiki/The_Bobby_Broom_Trio,https://en.wikipedia.org/wiki/The_Bobby_Broom_Trio,"Dennis Carroll and drummer, George Fludas. Source 2: Beginning with their 2006 debut as a group, Song and Dance, more evidence of their development can be heard on recordings like Bobby Broom Plays for Monk, which peaked at 2 on the JazzWeek national jazz radio airplay chart and The Way I Play, Live In Chicago. The latter of those recordings (as well as others during this period) has become influential to young, millennial jazz guitarists. Most not Source 3: Singer Bobby grew up listening to rap, grime, punk and indie rock. After learning the guitar, he wanted to incorporate all of his influences into his music.","The Bobby Broom Trio is an American jazz trio based in Chicago, Illinois, that was founded by guitarist Bobby Broom in 1992. The group began under the name, Bobby Broom and the Big Deal Trio, and incl",1.0,1.0,0.0,True,0.005836963653564453,9.439161777496338,9.445032119750977,sparse
Who discovered Game theory?,https://en.wikipedia.org/wiki/Game_theory,https://en.wikipedia.org/wiki/Game_theory,"The first use of game-theoretic analysis was by Antoine Augustin Cournot in 1838 with his solution of the Cournot duopoly. The use of Game theory in the social sciences has expanded, and game theory has been applied to political, sociological, and psychological behaviors as well.","Game theory is the study of mathematical models of strategic interactions. It has applications in many fields of social science, and is used extensively in economics, logic, systems science and comput",1.0,1.0,0.0,True,0.003960132598876953,6.333341836929321,6.337331056594849,sparse
What is the difference between Enzyme and Genetics?,"['https://en.wikipedia.org/wiki/Enzyme', 'https://en.wikipedia.org/wiki/Genetics']",https://en.wikipedia.org/wiki/Enzyme,"Gregor Mendel, a Moravian Augustinian friar working in the 19th century in Brno, was the first to study genetics scientifically. Mendel studied trait inheritance , patterns in the way traits are handed down from parents to offspring.",Comparison of Enzyme and Genetics,0.0,0.0,0.0,True,0.00673675537109375,3.4979519844055176,3.5047128200531006,sparse
How does Symphony work?,https://en.wikipedia.org/wiki/Symphony,https://en.wikipedia.org/wiki/Symphony,"The word sinfonietta came into use to designate a work that is shorter, of more modest aims, or lighter than a symphony.","A symphony is an extended musical composition in Western classical music, most often for orchestra. Although the term has had many meanings from its origins in the ancient Greek era, by the late 18th ",1.0,1.0,0.0,True,0.003086090087890625,3.822396993637085,3.825507164001465,sparse
What is the difference between Guitar and Curtis P. Iaukea?,"['https://en.wikipedia.org/wiki/Guitar', 'https://en.wikipedia.org/wiki/Curtis_P._Iaukea']",https://en.wikipedia.org/wiki/Curtis_P._Iaukea,"Curtis Piehu Iaukea (December 13, 1855 March 5, 1940) served as a court official, army officer and diplomat of the Kingdom of Hawaii. He later became an influential official for the subsequent regimes of the Provisional Government and the Republic and the Territory of Hawaii.",Comparison of Guitar and Curtis P. Iaukea,0.0,0.0,0.0,True,0.008636236190795898,3.857079029083252,3.8657400608062744,sparse
What is The simple carbon?,https://en.wikipedia.org/wiki/Photosynthesis,https://en.wikipedia.org/wiki/Photosynthesis,"sugars photosynthesis produces are then used to form other organic compounds, such as the building material cellulose, the precursors for lipid and amino acid biosynthesis, or as a fuel in cellular respiration.","The simple carbon sugars photosynthesis produces are then used to form other organic compounds, such as the building material cellulose, the precursors for lipid and amino acid biosynthesis, or as a fuel in cellular respiration",1.0,1.0,0.0,True,0.004354953765869141,5.159471035003662,5.163857936859131,sparse
"What is Under these conditions,?",https://en.wikipedia.org/wiki/Photosynthesis,https://en.wikipedia.org/wiki/Differential_equation,"the independent variable corresponds to time, this information takes the form of initial conditions. For example, for a second-order ODE describing the motion of a particle, the initial conditions would typically be the position and velocity of the particle at the initial time. The ODE and its initial conditions form what is known as an initial value problem. The second stage was the family wage economy of early industrialisation; the entire family depended on the collective wages of its members, including husband, wife, and older children. The third, or modern stage is the family consumer economy , in which the family is the site of consumption, and women are employed in large numbers in retail and clerical jobs to support rising consumption.","Under these conditions, CO2 will decrease and oxygen gas, produced by the light reactions of photosynthesis, will increase, causing an increase of photorespiration by the oxygenase activity of ribulose-1,5-bisphosphate carboxylase oxygenase (RuBisCO) and decrease in carbon fixation",0.0,0.0,0.0,True,0.0021219253540039062,9.202964067459106,9.2051100730896,sparse
Where is Database located?,https://en.wikipedia.org/wiki/Database,https://en.wikipedia.org/wiki/Database,"Physically, database servers are dedicated computers that hold the actual databases and run only the DBMS and related software. Database servers are usually multiprocessor computers, with generous memory and RAI.","In computing, a database is an organized collection of data or a type of data store based on the use of a database management system (DBMS), the software that interacts with end users, applications, a",1.0,1.0,0.0,True,0.002644062042236328,2.432631731033325,2.435305118560791,sparse
How are Existentialism and Stadio dei Marmi related?,"['https://en.wikipedia.org/wiki/Existentialism', 'https://en.wikipedia.org/wiki/Stadio_dei_Marmi']",https://en.wikipedia.org/wiki/Stadio_dei_Marmi,"The Stadio dei Marmi ( Stadium of the Marbles ) is one of four stadiums located in the colossal sports complex, the Foro Italico in Rome, Italy.",Information from Existentialism and Stadio dei Marmi,0.0,0.0,0.0,True,0.006776094436645508,5.530900001525879,5.537723064422607,sparse
What is Depending on the?,https://en.wikipedia.org/wiki/Sockstress,https://en.wikipedia.org/wiki/Cricket,"This attack will have very different results depending on the stack application you are targeting. Using this against a Cisco 1700 (IOS) web server, it was observed that sockets were left in FIN_WAIT_1 indefinitely. After enough of such sockets, the router could no longer communicate TCP correctly. Look at the payload.c file in the sockstress source. Look for the hport switch statement. In that se.","Depending on the stack, this could cause the remote system to allocate multiple pages of kernel memory per connection",0.25,1.0,0.0,True,0.0019838809967041016,5.575073957443237,5.577081203460693,sparse
What is This process is?,https://en.wikipedia.org/wiki/European_Union,https://en.wikipedia.org/wiki/Operating_system,"The dominant contribution at the LHC and Tevatron being about ten times more likely than any of the other processes. Higgs Strahlung. If an elementary fermion collides with an anti-fermion e.g., a quark with an Anti-quark or an electron with a positron the two can merge to form a virtual W or Z boson which, if it carries sufficient energy, can then emit a Higg's boson. This proce.","This process is normally underpinned by an Action Plan, as agreed by both Brussels and the target country",0.0,0.0,0.0,True,0.0019876956939697266,7.006886005401611,7.008898973464966,sparse
What is There are more?,https://en.wikipedia.org/wiki/Antarctica,,I couldn't find relevant information to answer this question.,There are more terrestrial protected areas than marine protected areas,0.0,0.0,0.0,True,0.0006341934204101562,9.5367431640625e-07,0.0006368160247802734,sparse
